,submission_id,submission_state,education,employment_status,financial_situation,percentage,does_home_shows_severe_deficit_of_electricity,age,geography,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_there_teachers_at_scheduled_class_hours,are_children_attending_face_to_face_classes,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
771,5144507292319744,Distrito Federal,9,None of the above,Bad_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,0,0
772,6088686411448320,Anzoátegui,9,I am retired,Midium_situation,0.95,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
773,4898199306502144,Anzoátegui,5,I am a student,Midium_situation,0.95,0,36 to 45 years old,Rural,No,0,0,Irregularly,0,1,Female,0,0,1,1,0
774,5105616698998784,Carabobo,7,"I work part-time, either as an employee or self-employed",Good_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
775,6223488657653760,Carabobo,5,"I work part-time, either as an employee or self-employed",Better_situation,0.93,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
776,4636612175855616,Carabobo,9,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.93,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,0,0
777,4667331275128832,Carabobo,5,I am unemployed,Midium_situation,0.93,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
778,5382737468063744,Miranda,5,I am a student,Good_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,0,0,1,1,0
779,6740167250673664,Miranda,3,I am a student,Better_situation,0.88,1,36 to 45 years old,City center or metropolitan area,No,1,0,There are enough,0,0,Female,0,0,1,1,1
780,5250868550303744,Miranda,8,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
781,4691463354187776,Miranda,5,I am a student,Bad_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
782,4821245723148288,Miranda,4,I am a student,Bad_situation,0.88,1,16 to 25 years old,City center or metropolitan area,No,1,0,Irregularly,0,0,Male,0,1,1,1,1
783,5219034655358976,Miranda,6,I am a student,Bad_situation,0.88,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Male,0,1,0,0,0
784,6511085573373952,Miranda,5,I am a student,Better_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
785,5056849308286976,Miranda,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,1,0
786,6248066742222848,Miranda,8,"I work full-time, either as an employee or self-employed",Better_situation,0.88,1,16 to 25 years old,City center or metropolitan area,Every day,0,0,Irregularly,0,1,Female,0,1,0,1,1
787,6004159676678144,Miranda,4,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,City center or metropolitan area,Every day,0,0,Irregularly,0,0,Male,0,1,1,1,0
788,6493372725592064,Miranda,8,None of the above,Better_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,0,1,1,0,0
789,5807918829273088,Miranda,4,I am a student,Bad_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,0,0,1,0,0
790,5917705575333888,Miranda,6,"I work part-time, either as an employee or self-employed",Better_situation,0.88,1,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Male,0,1,1,0,1
791,6047855952527360,Miranda,10,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,0,1,1,0
792,6353294112063488,Miranda,3,I am retired,Midium_situation,0.88,0,Over 45 years old,Rural,No,0,0,Irregularly,0,0,Female,0,0,0,1,0
793,4865741047463936,Miranda,6,I am unemployed,Better_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,Every day,0,0,Irregularly,0,0,Male,0,1,1,0,0
794,5050122517086208,Miranda,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,1,0
795,5348623331360768,Miranda,7,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,0,0
796,6623012421107712,Miranda,5,I am a student,Midium_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,1,0,Prefer not to answer,0,1,1,1,1
797,5373653478014976,Miranda,5,I am unemployed,Bad_situation,0.88,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
798,6283657055830016,Miranda,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,0,0,0,1,0
799,5088126367432704,Miranda,9,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
800,6317949735665664,Miranda,9,I am a student and I work part-time,Bad_situation,0.88,1,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,1,1,1,1
801,6100903982792704,Miranda,7,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,0,1,1,0,0
802,5806045284007936,Miranda,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,1,Male,0,1,0,1,0
803,5762576356212736,Miranda,9,I am unemployed,Midium_situation,0.88,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Male,0,0,0,1,0
804,5090384748478464,Miranda,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,1,0
805,6610939939127296,Miranda,7,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,0,0,0,0
806,6401477940871168,Miranda,5,I am a student,Midium_situation,0.88,1,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
807,6280233547464704,Miranda,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,1,Irregularly,0,0,Male,0,1,1,1,0
808,6407443180683264,Miranda,7,I am a student and I work part-time,Better_situation,0.88,0,26 to 35 years old,Rural,No,0,0,Irregularly,1,0,Male,0,1,1,1,0
809,5090232595906560,Miranda,8,I am a student,Midium_situation,0.88,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,1,Male,0,0,0,1,0
810,5218210021638144,Miranda,7,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,3 days,1,1,Irregularly,1,1,Male,0,0,0,1,0
811,5292882977357824,Miranda,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,0,1,1,0
812,6363806312955904,Miranda,10,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
813,6502494565040128,Miranda,9,"I work part-time, either as an employee or self-employed",Better_situation,0.88,1,26 to 35 years old,Suburban/Peri-urban,3 days,1,1,There are not enough,0,0,Male,0,1,0,1,1
814,6314835431391232,Miranda,9,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
815,6480708880302080,Miranda,9,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
816,4815913454141440,Miranda,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.88,0,26 to 35 years old,Rural,No,0,0,Irregularly,1,0,Female,0,1,1,1,1
817,6436362135011328,Miranda,10,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,0,1,1,1,0
818,5348390144835584,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,0,0
819,5008362348740608,Miranda,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
820,5446221245448192,Miranda,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,1,1,1,0
821,4983559986348032,Miranda,9,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,0,0,0,0,0
822,4596279496933376,Miranda,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,1,0
823,4959962563608576,Miranda,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,2 days,1,0,There are not enough,1,0,Male,0,0,0,1,1
824,5792658844024832,Miranda,9,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,0,0,0,0
825,6413866639818752,Miranda,9,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
826,4940215444832256,Miranda,5,I am a student and I work part-time,Bad_situation,0.88,1,16 to 25 years old,Suburban/Peri-urban,3 days,0,0,There are enough,1,0,Male,0,1,0,0,1
827,5918107540652032,Miranda,9,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,0,1,1,0,0
828,6140967773274112,Miranda,9,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,City center or metropolitan area,1 day,1,0,There are enough,1,0,Female,0,1,1,1,1
829,5107023682469888,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
830,5023451307048960,Miranda,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
831,5014822566756352,Miranda,3,I am retired,Bad_situation,0.88,0,Over 45 years old,City center or metropolitan area,3 days,1,1,There are not enough,0,0,Female,0,1,0,0,1
832,5072256295501824,Miranda,8,I am unemployed,Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,0,1,0
833,5985019389804544,Miranda,10,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,0,0
834,6688207071870976,Miranda,5,I am a student and I work part-time,Better_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Male,0,1,1,1,0
835,5796257254866944,Miranda,5,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,1,There are enough,0,0,Female,0,1,1,1,0
836,6283073275822080,Miranda,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,0,0,0,0
837,6387980922257408,Miranda,5,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
838,4993048827396096,Miranda,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Rural,No,0,0,There are enough,0,0,Female,0,1,0,1,0
839,5506995905101824,Miranda,9,I am unemployed,Midium_situation,0.88,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,1,1,0,0
840,5667506818908160,Miranda,9,I am unemployed,Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,0,1,0
841,5103005241442304,Miranda,8,I am unemployed,Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,0,0
842,4756511170756608,Miranda,8,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,3 days,1,1,Irregularly,0,0,Female,0,0,0,1,0
843,5249993484271616,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,0,0,1,0
844,5792271525216256,Miranda,6,I am a student and I work part-time,Better_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,1,Irregularly,0,0,Male,0,0,1,1,0
845,5971590100811776,Miranda,8,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,3 days,1,1,Irregularly,0,0,Female,0,0,0,1,0
846,6729394197626880,Miranda,9,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,1,There are not enough,0,1,Female,0,0,0,1,1
847,5766905716801536,Miranda,4,I am a student and I work part-time,Midium_situation,0.88,0,16 to 25 years old,Rural,No,1,1,There are enough,0,1,Male,0,1,1,0,0
848,6467310192951296,Miranda,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,1,Over 45 years old,Suburban/Peri-urban,No,1,0,There are enough,0,0,Female,0,0,1,1,0
849,5849861869273088,Miranda,8,None of the above,Midium_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,1,Female,0,1,1,0,0
850,5114802308644864,Miranda,9,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,City center or metropolitan area,2 days,0,0,Irregularly,0,1,Male,0,1,0,1,1
851,6754440702066688,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,1,Female,0,0,1,1,1
852,6049900960940032,Miranda,5,I am unemployed,Bad_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,0,0,0,0
853,6178659131195392,Miranda,9,None of the above,Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,1,0,There are not enough,0,0,Female,0,0,0,1,0
854,5932492057214976,Miranda,10,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,0,0,1,1,1
855,5230363017478144,Miranda,10,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
856,4992295060635648,Miranda,4,I am a student,Good_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,1,1,There are not enough,0,0,Female,0,1,1,1,1
857,6069768020033536,Miranda,8,I am unemployed,Bad_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,4 days,0,0,There are not enough,1,0,Female,0,1,1,1,0
858,6372140428558336,Miranda,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Male,0,0,0,0,0
859,4596686176649216,Miranda,8,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,1,0
860,6057228829458432,Miranda,7,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,1,There are enough,0,1,Female,0,1,1,0,0
861,6486999329669120,Miranda,5,I am a student,Bad_situation,0.88,0,16 to 25 years old,Rural,No,0,0,Irregularly,1,1,Male,0,1,1,0,0
862,5897052554002432,Miranda,4,I am unemployed,Midium_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,1,1,Female,0,1,1,1,0
863,5937820232581120,Miranda,7,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,1,Female,0,1,1,1,0
864,6295747657203712,Miranda,5,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
865,4835238693044224,Miranda,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,0,1,0
866,4668086451175424,Miranda,5,I am a student,Midium_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,1,1,1,0
867,4893587467927552,Miranda,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
868,6510067800342528,Miranda,9,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
869,6252719466872832,Miranda,9,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,0,0
870,4561264692166656,Miranda,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,1,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,0,0
871,5274398260199424,Miranda,6,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,1,0,Irregularly,0,0,Female,0,1,1,1,0
872,6393928730542080,Miranda,10,I am a student and I work part-time,Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,0,0,1,0
873,5121197514948608,Miranda,8,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,1,0,Irregularly,0,1,Female,0,0,1,1,0
874,5769928836907008,Carabobo,8,"I work part-time, either as an employee or self-employed",Good_situation,0.93,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,0,1,1,0
875,5597981230497792,Carabobo,6,I am retired,Good_situation,0.93,0,Over 45 years old,Suburban/Peri-urban,No,0,1,Irregularly,0,0,Male,0,0,0,1,0
876,4923199623266304,Mérida,9,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.93,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,1,0
877,4781868590563328,Carabobo,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.93,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,0,0,0,0,0
878,5412218459127808,Mérida,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,0,1,1,0,0
879,5609233625382912,Carabobo,6,"I work full-time, either as an employee or self-employed",Bad_situation,0.93,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
880,6131349797994496,Carabobo,3,None of the above,Better_situation,0.93,0,Over 45 years old,Suburban/Peri-urban,2 days,1,0,Irregularly,0,0,Female,0,0,1,1,1
881,4505932645269504,Carabobo,7,I am a student,Better_situation,0.93,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,1,0
882,5934035913408512,Carabobo,5,I am unemployed,Midium_situation,0.93,1,Over 45 years old,City center or metropolitan area,3 days,0,0,There are enough,0,0,Female,0,0,1,1,0
883,5064376355913728,Carabobo,4,I am a student,Good_situation,0.93,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,0,1,0,0
884,6063233411842048,Carabobo,9,I am unemployed,Better_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,0,1,1,1,0
885,6371185737859072,Lara,7,I am a student and I work part-time,Good_situation,0.95,0,16 to 25 years old,City center or metropolitan area,1 day,1,0,Irregularly,1,1,Female,0,1,0,1,0
886,5281175785701376,Zulia,9,"I work part-time, either as an employee or self-employed",Good_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,1 day,0,0,Irregularly,0,0,Female,0,1,1,0,0
887,5917887507464192,Zulia,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,16 to 25 years old,Rural,No,0,0,There are enough,1,0,Female,0,1,0,0,0
888,5376608751058944,Zulia,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,16 to 25 years old,Rural,No,0,0,There are enough,1,0,Female,0,1,0,0,0
889,4916253151199232,Apure,10,"I work part-time, either as an employee or self-employed",Good_situation,0.96,0,Over 45 years old,Suburban/Peri-urban,3 days,0,0,There are enough,1,0,Male,0,1,1,1,1
890,5641462137225216,Lara,6,"I work full-time, either as an employee or self-employed",Better_situation,0.95,0,26 to 35 years old,Suburban/Peri-urban,No,1,0,There are enough,0,0,Male,0,0,0,1,0
891,5511402004676608,Zulia,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,0,0
892,6114155567513600,Zulia,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,0,Female,0,0,0,0,0
893,5377247157682176,Zulia,5,I am a student,Midium_situation,0.96,0,16 to 25 years old,Rural,3 days,1,0,There are not enough,1,1,Female,0,1,1,0,1
894,4904449909981184,Zulia,9,I am retired,Bad_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
895,6308024485675008,Monagas,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.97,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,1,0,0,0
896,6393124967677952,Monagas,7,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.97,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,0,0,1,1,0
897,6395033946423296,Monagas,10,"I work part-time, either as an employee or self-employed",Good_situation,0.97,0,36 to 45 years old,City center or metropolitan area,4 days,0,1,Irregularly,0,0,Male,0,1,1,0,0
898,6408376111333376,Zulia,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,0,0,0,0
899,5242993526439936,Sucre,3,I am a student,Bad_situation,0.98,1,26 to 35 years old,Rural,No,0,0,There are not enough,0,1,Male,0,1,1,0,1
900,6255157565456384,Lara,9,I am unemployed,Midium_situation,0.95,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,1,0
901,5197806779498496,Lara,8,I am a student and I work part-time,Bad_situation,0.95,1,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
902,5392875939692544,Lara,6,I am a student,Good_situation,0.95,0,16 to 25 years old,City center or metropolitan area,No,0,1,There are enough,0,0,Male,0,1,1,1,0
903,5295369562095616,Sucre,6,I am a student,Bad_situation,0.98,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,1,1
904,5955975210336256,Lara,5,None of the above,Better_situation,0.95,0,16 to 25 years old,City center or metropolitan area,2 days,1,0,There are not enough,0,1,Male,0,0,0,0,0
905,5611704187879424,Lara,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.95,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Male,0,0,1,0,0
906,4649496826085376,Lara,7,"I work part-time, either as an employee or self-employed",Better_situation,0.95,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
907,5642153492742144,Lara,7,"I work part-time, either as an employee or self-employed",Better_situation,0.95,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,1,0,Male,0,1,1,1,0
908,5338169934610432,Lara,8,"I work full-time, either as an employee or self-employed",Good_situation,0.95,1,Over 45 years old,City center or metropolitan area,No,1,0,There are not enough,0,0,Male,0,0,1,1,0
909,4607967981993984,Carabobo,9,"I work part-time, either as an employee or self-employed",Better_situation,0.93,0,26 to 35 years old,City center or metropolitan area,Every day,1,0,Irregularly,0,0,Female,0,1,1,0,0
910,5925172963180544,Lara,5,"I work full-time, either as an employee or self-employed",Better_situation,0.95,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are enough,1,0,Male,0,1,1,1,1
911,5535782990512128,Lara,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.95,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,0,0,0,0,0
912,5902798985363456,Lara,10,"I work full-time, either as an employee or self-employed",Good_situation,0.95,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
913,6275812834934784,Distrito Federal,4,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,0,Over 45 years old,Rural,No,0,0,Irregularly,0,0,Male,0,0,0,1,0
914,5551702806888448,Distrito Federal,1,I am unemployed,Midium_situation,0.9,0,16 to 25 years old,Rural,No,0,1,Irregularly,0,0,Male,0,1,1,1,0
915,5626018374352896,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Bad_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,0,0,0,0,0
916,6546389130805248,Distrito Federal,9,I am unemployed,Midium_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,1,0,There are not enough,1,0,Male,0,0,0,1,0
917,6557539872538624,Distrito Federal,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
918,6480391707033600,Distrito Federal,4,I am a student,Bad_situation,0.9,1,16 to 25 years old,Suburban/Peri-urban,No,1,0,There are enough,0,1,Female,0,1,1,1,1
919,5392287394955264,Distrito Federal,5,I am a student and I work part-time,Better_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,0,1,1,0
920,4514329440550912,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
921,4747661927514112,Distrito Federal,7,I am unemployed,Bad_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,1,1,1,0
